ME   gamma_EE_chiLchiL   gamma_EE_ff   gamma_EE_BB   
244624527605.12817   0.0014565856042066945   0.05777789457437267   0.1811378252383494
248313310529.5568   0.0014349475047697065   0.05691958331243968   0.17844695814273376
252057717963.90994   0.001413630847028897   0.056074022570888025   0.1757960648389905
255858588690.56427   0.0013926308558530457   0.05524102293618278   0.17318455150216194
259716774140.20123   0.0013719428270472236   0.05442039780859518   0.170611833128774
263633138582.5376   0.0013515621262989981   0.05361196336040211   0.16807733340578807
267608559319.93222   0.001331484188140291   0.05281553849470645   0.16558048458150013
271643926883.9089   0.0013117045149246798   0.052030944804870034   0.16312072733835997
275740145234.6361   0.0012922186758199167   0.05125800653455027   0.16069751066768342
279898131963.4357   0.0012730223058153173   0.05049655053832651   0.15831029174621283
284118818498.32446   0.001254111104743997   0.04974640624291546   0.1559585358145251
288403150312.66113   0.0012354808363195964   0.04900740560896129   0.15364171605724036
292752087136.94415   0.0012171273271873015   0.048279383093392726   0.1513593134850093
297166603173.80194   0.0011990464659889669   0.047562175612339656   0.1491108168182538
301647687316.22174   0.0011812342024421385   0.04685562250460103   0.14689572237263623
306196343369.0682   0.001163686546432768   0.0461595654956558   0.14471353394623118
310813590273.9473   0.0011463995671213726   0.04547384866220739   0.1425637627083698
315500462337.4618   0.0011293693920624874   0.044798318397255135   0.14044592709013645
320258009462.9025   0.001112592206337207   0.04413282337568525   0.13835955267649375
325087297385.4347   0.0010960642516986189   0.04347721452037292   0.13630417210001014
329989407910.8345   0.0010797818257299102   0.04283134496878729   0.13427932493616457
334965439157.82654   0.0010637412810149834   0.042195070040092444   0.13228455760020508
340016505804.0706   0.0010479390243214102   0.041568247202738016   0.13031942324554355
345143739335.85645   0.0010323715157955226   0.0409507360425311   0.1283834816636586
350348288301.5705   0.0010170352681694425   0.04034239823118171   0.12647629918548361
355631318568.9855   0.0010019268459798894   0.039743097495315564   0.12459744858425928
360994013586.4174   0.0009870428647986294   0.039152699585948504   0.12274650897983395
366437574647.8333   0.0009723799904743194   0.03857107224841302   0.12092306574438101
371963221161.95514   0.0009579349383856165   0.037998085192731554   0.11912671040951736
377572190925.416   0.0009437044727054014   0.03743361006443074   0.11735704057480348
383265740400.0353   0.0009296854056759311   0.036877520415789074   0.1156136598176032
389045144994.28046   0.0009158745968947413   0.03632969167751111   0.11389617760428014
394911699348.9742   0.0009022689526111616   0.035790001130822494   0.11220420920271376
400866717627.3026   0.0008888654250332918   0.03525832787998005   0.11053737559611644
406911533809.197   0.0008756610116452772   0.034734552825190425   0.10889530339813136
413047501990.161   0.0008626527545347085   0.03421855863593019   0.1072776247691894
419275996684.6042   0.000849837739730014   0.03371022972466244   0.10568397733410857
425598413133.7427   0.0008372130965477114   0.03320945222094448   0.10411400410091992
432016167618.1429   0.0008247759969493538   0.03271611394591996   0.10256735338089842
438530697774.98517   0.0008125236549080148   0.03223010438718949   0.10104367870978061
445143462920.11127   0.0008004533257841868   0.03175131467405461   0.0995426387701527
451855944374.9217   0.0007885623057109631   0.031279637553129985   0.09806389731499297
458669645798.2016   0.000776847930988351   0.030814967364317852   0.09660712309235013
465586093522.9581   0.0007653075774865744   0.030357200017138975   0.09517198977113887
472606836898.33905   0.0007539386600582316   0.029906232967414976   0.09375817586803775
479733448636.6902   0.0007427386319592179   0.029461965194298223   0.09236536467547575
486967525165.8631   0.0007317049842782227   0.029024297177641885   0.09099324419068613
494310686986.83435   0.0007208352453747033   0.028593130875706238   0.08964150704581403
501764579036.7086   0.0007101269803252197   0.028168369703196597   0.08830985043906368
509330871057.1963   0.000699577790377995   0.027749918509627554   0.08699797606686895
517011257968.6548   0.0006891853124155674   0.027337683558008172   0.08570559005706978
524807460249.77124   0.0006789472184254229   0.026931572503843756   0.08443240290308124
532721224322.9617   0.000668861214978505   0.026531494374450078   0.0831781293990422
540754322945.58154   0.000658925042715471   0.026137359548574837   0.08194248857592708
548908555607.04425   0.0006491364758405675   0.025749079736321442   0.08072520363860557
557185748931.9281   0.0006394933216230271   0.025366567959371054   0.07952600190383721
565587757089.1533   0.0006299934199058818   0.02498973853149883   0.07834461473918858
574116462207.328   0.0006206346426220711   0.024618507039379598   0.07718077750285753
582773774796.3677   0.0006114148933177314   0.024252790323678282   0.07603422948439043
591561634175.4719   0.000602332106682565   0.02389250646042125   0.07490471384627999
600482008907.5453   0.0005933842480871965   0.023537574742644746   0.07379197756643184
609536897240.1693   0.0005845693131274008   0.023187915662315994   0.07269577138148571
618728327553.2334   0.0005758853271750947   0.022843450892522425   0.07161584973097769
628058358813.318   0.0005673303449359924   0.02250410326992548   0.07055197070233132
637529081034.9081   0.0005589024500138571   0.02216979677747581   0.06950389597666881
647142615748.5831   0.0005505997544812022   0.021840456527384484   0.0684713907754243
656901116476.2648   0.0005424203984563746   0.0215160087443473   0.06745422380775104
666806769213.6218   0.0005343625496869265   0.021196380749018473   0.0664521672187102
676861792919.7473   0.0005264244031391796   0.02088150094173009   0.06546499653823015
687068440014.2317   0.0005186041805938752   0.020571298786452842   0.0644924906308222
697428996881.7319   0.0005109001302478338   0.020265704794995218   0.06353443164604411
707945784384.1373   0.000503310526321536   0.019964650511437535   0.06259060496969936
718621158380.4586   0.0004958336686725396   0.01966806849679749   0.06166079917576281
729457510254.568   0.0004884678824146244   0.0193758923139229   0.06074480597901833
740457267450.8977   0.00048121151754259943   0.019088056512609062   0.05984242018840054
751622894018.2045   0.00047406294856269077   0.01880449661493745   0.0589534396610307
762956891161.5336   0.0004670205741284187   0.0185251491008322   0.05807766525693521
774461797802.5176   0.0004600828166818774   0.018249951393830868   0.05721490079443587
786140191148.1255   0.0004532481221003434   0.01797884184706655   0.05636495300620295
797994687267.9785   0.0004465149593481397   0.0177117597294585   0.055527631495961675
810027941680.3507   0.00043988182013368225   0.017448645212108326   0.05470274869584337
822242649947.0696   0.0004333472185715861   0.01718943935489683   0.05389011982436563
834641548277.3241   0.00042690969084982635   0.016934084093281426   0.05308956284504121
847227414140.598   0.00042056779490183245   0.016682522225289192   0.0523008984256004
860003066888.8556   0.0004143201100834472   0.016434697398702926   0.051523949897818326
872971368388.1095   0.000408165236854687   0.01619055409843764   0.05075854321793934
886135223659.4994   0.0004021017964662342   0.01595003763410472   0.05000450692768993
899497581530.0365   0.00039612843065058826   0.015713094127760976   0.04926167211587087
913061435293.1752   0.00039024380131779757   0.015479670501839302   0.0485298723805192
926829823379.3466   0.0003844465902557113   0.015249714467258669   0.04780894379163212
940805830036.5883   0.0003787354988346911   0.015023174511711031   0.04709872485444551
954992586021.4369   0.0003731092477167091   0.01479999988812222   0.04639905647325816
969393269300.2544   0.00036756657656876045   0.01458014060328396   0.045709781915792266
984011105761.1305   0.0003621062437805341   0.014363547406654808   0.04503074677808359
998849369936.5038   0.00035672702618628436   0.014150171779327746   0.04436179894989402
1013911385736.6799   0.0003514277187908321   0.01393996592316154   0.04370278858063766
1029200527194.4265   0.00034620713449963193   0.013732882750073425   0.04305356804581264
1044720219220.8004   0.0003410641038528478   0.013528875871490757   0.04241399191393125
1060473938372.3352   0.0003359974747633914   0.01332789958795986   0.041783916913942926
1076465213629.835   0.00033100611225883966   0.013129908878908792   0.041163201903139886
1092697627188.9072   0.0003260888982271876   0.012934859392562158   0.04055170783553921
1109174815262.401   0.00032124473116638334   0.012742707436006032   0.039949297730735765
1125900468894.942   0.0003164725259375844   0.012553409965400462   0.039355836643217665
1142878334789.7712   0.000311771213522073   0.01236692457633708   0.0387711916321367
1160112216148.0508   0.00030713974078178357   0.012183209494340055   0.03819523173152816
1177605973520.8066   0.0003025770702233936   0.012002223565508341   0.037627827920973585
1195363525673.7202   0.000298082179765916   0.011823926247296866   0.03706885309669916
1213388850464.976   0.0002936540625117421   0.01164827759943455   0.03651818204310302
1231685985736.3513   0.0002892917265210845   0.011475238274977215   0.03597569140470552
1250259030217.7188   0.0002849941945897758   0.011304769511493593   0.035441259658516744
1269112144445.1917   0.00028076050403036775   0.011136833122382282   0.03491476708681446
1288249551693.1323   0.00027658970645647816   0.010971391488317465   0.034396095750326
1307675538920.2153   0.0002724808675703405   0.010808407548821758   0.03388512946180834
1327394457729.7375   0.0002684330669535161   0.010647844793964424   0.033381753760021594
1347410725344.4055   0.0002644453978607128   0.010489667256182868   0.032885855884088655
1367728825595.8467   0.00026051696701666333   0.010333839502225476   0.03239732474823557
1388353309929.0457   0.00025664689441602087   0.010180326625214122   0.03191605091690679
1409288798421.8777   0.00025283431312623524   0.010029094236824954   0.03144192658025148
1430539980820.0657   0.00024907836909334905   0.009880108459584943   0.03097484552997259
1452111617587.739   0.00024537822095067955   0.009733335919282956   0.030514703135535084
1474008540973.811   0.00024173303983034627   0.009588743737493674   0.030061396320727816
1496235656094.4358   0.00023814200917759962   0.009446299524212614   0.02961482354057388
1518797942031.8118   0.0002346043245679021   0.00930597137060038   0.029174884758583243
1541700452949.5552   0.0002311191935267283   0.009167727841834708   0.028741481424343435
1564948319224.8687   0.00022768583535204493   0.00903153797006884   0.028314516451443564
1588546748597.7808   0.0002243034809394282   0.008897371247494531   0.027893894195726274
1612501027337.74   0.00022097137260977507   0.008765197619507909   0.02747952043386237
1636816521427.8035   0.0002176887639395747   0.008634987477976915   0.02707130234224358
1661498677766.6538   0.0002144549195937038   0.008506711654608867   0.026669148476189543
1686553025388.7424   0.00021126911516070697   0.008380341414416558   0.02627296874946346
1711985176702.857   0.00020813063699051958   0.008255848449281279   0.025882674414091818
1737800828749.3691   0.00020503878203460214   0.008133204871611469   0.025498178040483675
1764005764476.4111   0.00020199285768845207   0.008012383208095698   0.02511939349784592
1790605854035.2947   0.00019899218163645606   0.00789335639354847   0.024746235934889376
1817607056095.4958   0.00019603608169904254   0.007776097764847269   0.024378621760821007
1845015419179.4736   0.0001931238956821056   0.007660581054959708   0.02401646862661866
1872837083017.5522   0.0001902549712286712   0.007546780387059621   0.0236596954065845
1901078279923.2996   0.00018742866567276166   0.007434670268730365   0.023308222180172006
1929745336189.6401   0.00018464434589543009   0.00732422558625417   0.02296197021408269
1958844673505.989   0.00018190138818293777   0.007215421598986523   0.022620861944629336
1988382810396.7534   0.00017919917808703796   0.007108233933814082   0.02228482096036121
2018366363681.5596   0.00017653711028733213   0.007002638579694812   0.02195377198494697
2048802049957.4993   0.00017391458845567067   0.006898611882279215   0.021627640860311857
2079696687103.6938   0.00017133102512257212   0.006796130538611614   0.021306354530025832
2111057195808.5461   0.0001687858415456251   0.006695171591910118   0.02098984102293839
2142890601120.0562   0.00016627846757984364   0.006595712426424031   0.020678029437056163
2175204034019.5156   0.00016380834154994774   0.006497730762367651   0.02037084992366005
2208004733018.897   0.00016137491012454421   0.006401204650929454   0.020068233671658643
2241300045782.3306   0.00015897762819217716   0.0063061124693554165   0.019770112892174032
2275097430772.067   0.00015661595873921535   0.006212432916105224   0.019476420803356275
2309404458919.262   0.00015428937272955612   0.0061201450060805246   0.019187091615423528
2344228815319.9272   0.0001519973489861163   0.0060292280659240615   0.018902060515924603
2379578300956.3975   0.0001497393740740881   0.005939661729388835   0.018621263655220828
2415460834444.9355   0.0001475149421859176   0.005851425932775572   0.018344638132182324
2451884453809.514   0.0001453235550280034   0.0057645009104384465   0.018072121980098
2488857318282.3955   0.0001431647217090746   0.005678867190357405   0.017803654152794557
2526387710131.8955   0.00014103795863022568   0.005594505589776212   0.017539174510961403
2564484036517.711   0.00013894278937658428   0.005511397210905276   0.01727862380867875
2603154831374.1816   0.00013687874461059107   0.005429523436688423   0.017021943680146086
2642408757321.95   0.0001348453619668652   0.005348865926632539   0.01676907662660788
2682254607608.4917   0.00013284218594862852   0.0052694066126991   0.016519966003473153
2722701308077.9043   0.00013086876782566914   0.005191127695256687   0.016274556007626388
2763757919170.3623   0.00012892466553382278   0.0051140116390937735   0.016032791664927333
2805433637951.7163   0.00012700944357594724   0.0050380411694907   0.015794618817896313
2847737800173.7427   0.00012512267292436602   0.004963199268349949   0.015559984113582387
2890679882365.466   0.0001232639309247609   0.004889469170383867   0.01532883499161161
2934269503955.9644   0.00012143280120149465   0.00481683435935915   0.015101119672413189
2978516429429.191   0.00011962887356433959   0.0047452785643970615   0.01487678714562044
3023430570511.3306   0.00011785174391659065   0.004674785756328599   0.014655787158643945
3069021988391.158   0.00011610101416454206   0.004605340144103719   0.014438070205414225
3115300895973.764   0.00011437629212831378   0.0045369261712541326   0.01422358751529235
