ME1   M_phiR   
9306791831.626532   185852054.3592819
9323951375.406328   186080429.31525007
9341142557.364784   186309084.8983046
9358365435.835293   186538021.45328003
9375620069.258793   186767239.3254346
9392906516.183979   186996738.86045066
9410224835.267536   187226520.4044361
9427575085.27414   187456584.3039219
9444957325.077085   187686930.9058684
9462371613.657911   187917560.55765843
9479818010.107206   188148473.60710543
9497296573.624243   188379670.40244693
9514807363.5176   188611151.2923503
9532350439.20516   188842916.62591088
9549925860.214369   189074966.75265294
9567533686.182419   189307302.02253026
9585173976.856464   189539922.7859267
9602846792.093815   189772829.39365655
9620552191.862148   190006022.19696528
9638290236.239704   190239501.54752997
9656060985.415495   190473267.79745978
9673864499.689507   190707321.29929662
9691700839.472904   190941662.4060155
9709570065.288237   191176291.4710253
9727472237.76964   191411208.848169
9745407417.663092   191646414.89172506
9763375665.826406   191881909.9564051
9781377043.229883   192117694.3973603
9799411610.955923   192353768.57017404
9817479430.199863   192590132.8308709
9835580562.269594   192826787.53590918
9853715068.5862   193063733.04218733
9871883010.683975   193300969.70704186
9890084450.210667   193538497.88824835
9908319448.927687   193776317.94402203
9926588068.710316   194014430.23301825
9944890371.547928   194252835.11433315
9963226419.544182   194491532.94750407
9981596274.917244   194730524.09251022
10000000000.0   194969808.90977305
10018437657.240257   195209387.760157
10036909309.200966   195449261.0049699
10055415018.560467   195689429.005964
10073954848.112501   195929892.1253341
10092528860.766874   196170650.72572365
10111137119.549057   196411705.17021763
10129779687.601048   196653055.82235122
10148456628.180937   196894703.0461022
10167168004.66378   197136647.2058998
10185913880.54115   197378888.66661686
10204694319.42201   197621427.7935788
10223509385.032278   197864264.9525557
10242359141.215698   198107400.5097713
10261243651.933434   198350834.83189577
10280162981.264746   198594568.2860518
10299117193.407   198838601.2398128
10318106352.675928   199082934.06120378
10337130523.505844   199327567.11870202
10356189770.449865   199572500.7812376
10375284158.180126   199817735.41819382
10394413751.488007   200063271.39940807
10413578615.284342   200309109.09517205
10432778814.599651   200555248.87623253
10452014414.584394   200801691.1137924
10471285480.508986   201048436.17950845
10490592077.764479   201295484.44549802
10509934271.862154   201542836.2843314
10529312128.43442   201790492.06904098
10548725713.234352   202038452.17311317
10568175092.136606   202286716.97049773
10587660331.136948   202535286.83559957
10607181496.353168   202784162.14328793
10626738654.024622   203033343.26888847
10646331870.513134   203282830.58819225
10665961212.30259   203532624.4774485
10685626745.999622   203782725.31337073
10705328538.333628   204033133.47313496
10725066656.157043   204283849.33438075
10744841166.445557   204534873.27521142
10764652136.29835   204786205.67419517
10784499632.938316   205037846.9103653
10804383723.712297   205289797.36322093
10824304476.0913   205542057.41272733
10844261957.670734   205794627.4393168
10864256236.170689   206047507.82388976
10884287379.435928   206300698.9478122
10904355455.436625   206554201.19292292
10924460532.267906   206808014.94152522
10944602678.150818   207062140.5763968
10964781961.43183   207316578.48078117
10984998450.583776   207571329.03839728
11005252214.205395   207826392.63343105
11025543321.02225   208081769.6505451
11045871839.886312   208337460.47487065
11066237839.776676   208593465.4920145
11086641389.799572   208849785.08805668
11107082559.18865   209106419.64955175
11127561417.305206   209363369.56352907
11148078033.638426   209620635.21749374
11168632477.805613   209878216.99942696
11189224819.552431   210136115.29778668
11209855128.75314   210394330.50150824
11230523475.41083   210652863.00000486
11251229929.657703   210911713.18316886
11271974561.755093   211170881.4413693
11292757442.094194   211430368.16545904
11313578641.195618   211690173.7467666
11334438229.710371   211950298.5771059
11355336278.419352   212210743.04876778
11376272858.234333   212471507.55452973
11397248040.197464   212732592.48764727
11418261895.482246   212993998.24186373
11439314495.393038   213255725.21140167
11460405911.366041   213517773.7909728
11481536214.968842   213780144.37576962
11502705477.901161   214042837.36147264
11523913771.994879   214305853.1442481
11545161169.21431   214569192.12074882
11566447741.65646   214832854.68811533
11587773561.551262   215096841.24397588
11609138701.261822   215361152.18644747
11630543233.28467   215625787.9141363
11651987230.25   215890748.82613838
11673470764.921919   216156035.32204005
11694993910.198748   216421647.80191937
11716556739.113014   216687586.66634357
11738159324.832241   216953852.31637627
11759801740.658472   217220445.15356913
11781484060.029285   217487365.5799721
11803206356.517275   217754613.99812424
11824968703.831072   218022190.81106418
11846771175.814825   218290096.42232093
11868613846.449217   218558331.2359242
11890496789.850996   218826895.65639594
11912420080.273762   219095790.08875754
11934383792.107967   219365014.9385276
11956387999.881224   219634570.6117229
11978432778.258558   219904457.51485914
12000518202.042658   220174676.05495167
12022644346.174131   220445226.63951582
12044811285.731758   220716109.67656776
12067019095.932749   220987325.5746251
12089267852.132994   221258874.7427073
12111557629.827374   221530757.59033707
12133888504.649761   221802974.52753794
12156260552.373835   222075525.96484157
12178673848.912579   222348412.3132791
12201128470.319342   222621633.98439163
12223624492.787302   222895191.3902213
12246161992.650515   223169084.94332117
12268741046.38338   223443315.0567465
12291361730.6017   223717882.14406493
12314024122.062134   223992786.61934748
12336728297.663269   224268028.89717886
12359474334.44512   224543609.392649
12382262309.589945   224819528.52136007
12405092300.422264   225095786.69942462
12427964384.409157   225372384.34346637
12450878639.160543   225649321.87062106
12473835142.429432   225926599.698537
12496833972.112192   226204218.24537563
12519875206.248814   226482177.9298122
12542958923.023174   226760479.17103663
12566085200.763308   227039122.38875374
12589254117.941713   227318108.0031848
12612465753.175373   227597436.4350649
12635720185.226578   227877108.10565057
12659017493.002426   228157123.43671095
12682357755.55592   228437482.85053843
12705741052.085394   228718186.7699393
12729167461.935627   228999235.61824447
12752637064.597277   229280629.8192999
12776149939.707973   229562369.7974775
12799706167.05182   229844455.97766632
12823305826.56023   230126888.78527975
12846948998.311943   230409668.6462537
12870635762.533337   230692795.98704702
12894366199.598717   230976271.23464307
12918140390.030573   231260094.81654936
12941958414.499863   231544267.16079915
12965820353.826284   231828788.69595155
12989726288.978544   232113659.85109222
13013676301.07464   232398881.05583405
13037670471.382181   232684452.74031863
13061708881.318405   232970375.33521342
13085791612.451036   233256649.27171955
13109918746.497763   233543274.981563
13134090365.327372   233830252.8970053
13158306550.959166   234117583.450834
13182567385.5641   234405267.0763737
13206872951.46421   234693304.20747617
13231223331.133736   234981695.2785316
13255618607.198557   235270440.72445875
13280058862.43732   235559540.98071587
13304544179.780928   235848996.48329186
13329074642.313395   236138807.66871408
13353650333.271872   236428974.9740453
13378271336.046984   236719498.8368858
13402937734.183104   237010379.69537324
13427649611.378641   237301617.98818377
13452407051.48633   237593214.15453264
13477210138.513502   237885168.6341747
13502058956.622385   238177481.8674053
13526953590.13038   238470154.29506072
13551894123.510406   238763186.35851967
13576880641.390905   239056578.4997005
13601913228.556746   239350331.16106927
13626991969.948675   239644444.78563043
13652116950.664497   239938919.81693816
13677288255.958467   240233756.69908634
13702505971.24248   240528955.87671974
13727770182.085457   240824517.79502442
13753080974.214546   241120442.8997386
13778438433.514498   241416731.63714302
13803842646.028866   241713384.45407206
13829293697.95946   242010401.79790464
13854791675.667242   242307784.1165719
13880336665.672356   242605531.85855484
13905928754.654459   242903645.47288552
13931568029.453035   243202125.40914783
13957254577.067675   243500972.117478
13982988484.658373   243800186.0485656
14008769839.545832   244099767.65365365
14034598729.211752   244399717.38454002
14060475241.29913   244700035.69357753
14086399463.612606   245000723.03367558
14112371484.118492   245301779.8582975
14138391390.945686   245603206.62146837
14164459272.385115   245905003.77776593
14190575216.890955   246207171.78233188
14216739313.08001   246509711.0908617
14242951649.732935   246812622.15961644
14269212315.79361   247115905.44541216
14295521400.370375   247419561.40563175
14321878992.735455   247723590.4982155
14348285182.325903   248027993.18166894
14374740058.743622   248332769.91506052
14401243711.755714   248637921.1580227
14427796231.29479   248943447.37075266
14454397707.45928   249249349.01401326
14481048230.51373   249555626.54913336
14507747890.889114   249862280.43800882
14534496779.183144   250169311.143103
14561294986.160563   250476719.12744763
14588142602.753534   250784504.854644
14615039720.06163   251092668.78886032
14641986429.352816   251401211.39484018
14668982822.062845   251710133.13789243
14696028989.796549   252019434.4839034
14723125024.327164   252329115.89932644
14750271017.597624   252639177.8511934
14777467061.7199   252949620.80710465
14804713248.97628   253260445.2352406
14832009671.818712   253571651.6043515
14859356422.87009   253883240.38376898
14886753594.92366   254195212.04339677
14914201280.943996   254507567.05371863
14941699574.067022   254820305.88579574
14969248567.600378   255133429.01126826
14996848355.02374   255446936.90235576
15024499029.989145   255760830.03185812
15052200686.321297   256075108.87315622
15079953418.017893   256389773.90021262
15107757319.249939   256704825.58757225
15135612484.362072   257020264.4103632
15163519007.872936   257336090.84429818
15191476984.475204   257652305.36567143
15219486509.036568   257968908.45136756
15247547676.599138   258285900.57885146
15275660582.380764   258603282.2261805
15303825321.774345   258921053.87199357
15332041990.349173   259239215.99552366
15360310683.850239   259557769.0765868
15388631498.199572   259876713.5955944
15417004529.495615   260196050.0335431
15445429874.01425   260515778.8720236
15473907628.2088   260835900.59321746
15502437888.710432   261156415.67989892
15531020752.328474   261477324.61543536
15559656316.05075   261798627.88378826
15588344677.043905   262120325.96951345
15617085932.653738   262442419.3577626
15645880180.405529   262764908.53428337
15674727518.004375   263087793.98542017
15703628043.335579   263411076.1981159
15732581854.464666   263734755.65990892
15761589049.638422   264058832.85894164
15790649727.28426   264383308.28395072
15819763986.01159   264708182.42427891
15848931924.611109   265033455.76986462
15878153642.056189   265359128.8112541
15907429237.502163   265685202.03959054
15936758810.287699   266011675.94662642
15966142459.934107   266338551.02471268
15995580286.146711   266665827.76681128
16025072388.81421   266993506.6664845
16054618868.009737   267321588.2179043
16084219823.990871   267650072.91584897
16113875357.20004   267978961.25570485
16143585568.26487   268308253.73346707
16173350557.998512   268637950.84574014
16203170427.400003   268968053.0897389
16233045277.65459   269298560.963289
16262975210.134089   269629474.9648281
16292960326.397215   269960795.593406
16323000728.190004   270292523.34868675
16353096517.445822   270624658.7309452
16383247796.28644   270957202.2410763
16413454667.021385   271290154.38058454
16443717232.149357   271623515.65159655
16474035594.357498   271957286.55685
16504409856.522823   272291467.5997064
16534840121.711485   272626059.28413963
16565326493.18021   272961062.114749
16595869074.375631   273296476.59674865
16626467968.935383   273632303.2359763
16657123280.688118   273968542.5388907
16687835113.653923   274305195.012573
16718603572.044672   274642261.1647272
16749428760.264381   274979741.50368136
16780310782.909569   275317636.5383881
16811249744.769596   275655946.77842534
16842245750.82704   275994672.73399746
16873298906.258032   276333814.9159355
16904409316.432701   276673373.8356991
16935577086.915173   277013350.0053733
16966802323.464691   277353743.93767774
16998085132.034946   277694556.1459559
17029425618.775534   278035787.14418846
17060823890.031208   278377437.4469811
17092280052.343357   278719507.5695783
17123794212.449247   279061998.0278516
17155366477.283503   279404909.33831215
17186996953.97735   279748242.01810026
17218685749.860096   280091996.58499724
17250432972.458458   280436173.5574157
17282238729.49768   280780773.4544082
17314103128.901558   281125796.79566437
17346026278.792873   281471244.1015124
17378008287.493763   281817115.8929198
17410049263.52608   282163412.6914943
17442149315.611767   282510135.0194847
17474308552.673233   282857283.3997814
17506527083.833702   283204858.3559173
17538805018.417603   283552860.4120687
17571142465.951004   283901290.0930569
17603539536.161625   284250147.9243447
17635996338.980003   284599434.43204623
17668512984.538788   284949150.14291596
17701089583.174255   285299295.5843615
17733726245.42555   285649871.2844327
17766423082.036194   286000877.77183443
17799180203.95332   286352315.57591486
17831997722.329197   286704185.22667885
17864875748.520462   287056487.2547765
17897814394.089634   287409222.1915159
17930813770.804432   287762390.56885314
17963873990.63893   288115992.9194003
17996995165.77359   288470029.7764236
18030177408.5957   288824501.6738446
18063420831.69977   289179409.1462408
18096725547.887913   289534752.72884655
18130091670.170208   289890532.95755404
18163519311.765114   290246750.3689139
18197008586.099827   290603405.500136
18230559606.81068   290960498.88909036
18264172487.7436   291318031.0743089
18297847342.95412   291676002.5949818
18331584286.708588   292034413.99096763
18365383433.483437   292393265.8027819
18399244897.96676   292752558.5716106
18433168795.05751   293112292.83929837
18467155239.867092   293472469.1483622
18501204347.718548   293833088.04197913
18535316234.148144   294194150.0640002
18569491014.904644   294555655.75893897
18603728805.950527   294917605.6719816
18638029723.46201   295280000.34898293
18672393883.829502   295642840.336469
18706821403.658016   296006126.1816371
18741312399.76755   296369858.43235713
18775866989.1935   296734037.63717204
18810485289.187042   297098664.34529895
18845167417.215538   297463739.1066298
18879913490.962925   297829262.47173214
18914723628.33021   298195234.99185115
18949597947.43547   298561657.218906
18984536566.615097   298928529.7054995
19019539604.423058   299295853.00490725
19054607179.632523   299663627.6710914
19089739411.235023   300031854.2586877
19124936418.442123   300400533.3230206
19160198320.68454   300769665.4200901
19195525237.61383   301139251.10658586
19230917289.101536   301509290.9398752
19266374595.240833   301879785.478017
19301897276.34578   302250735.2797499
19337485452.95257   302622140.90450245
19373139245.819572   302994002.91238993
19408858775.92779   303366321.8642158
19444644164.481304   303739098.3214727
19480495532.907654   304112332.8463431
19516413002.858265   304486026.00170046
19552396696.208866   304860178.3511097
19588446735.05989   305234790.4588284
19624563241.736897   305609862.8898074
19660746338.79107   305985396.2096928
19696996148.999214   306361390.98482203
19733312795.365086   306737847.7822347
19769696401.11858   307114767.16966033
19806147089.717438   307492149.7155326
19842664984.84639   307869995.98897725
19879250210.418858   308248306.5598259
19915902890.576077   308627081.99860376
19952623149.688828   309006322.87654376
19989411112.35663   309386029.765575
20026266903.40905   309766203.23833245
20063190647.905746   310146843.86815417
20100182471.13695   310527952.2290827
20137242498.623894   310909528.8958657
20174370856.11925   311291574.4439575
20211567669.607548   311674089.4495192
20248833065.3056   312057074.4894202
20286167169.66293   312440530.1412383
20323570109.36221   312824456.9832614
20361042011.319767   313208855.59448886
20398583002.685604   313593726.55462795
20436193210.844734   313979070.44410425
20473872763.416374   314364887.8440498
20511621788.25571   314751179.33631766
20549440413.45299   315137945.5034687
20587328767.335308   315525186.928787
20625286978.465687   315912904.196266
20663315175.64486   316301097.89062405
20701413487.91037   316689768.5972908
20739582044.53835   317078916.90242237
20777820975.04269   317468543.3928891
20816130409.17642   317858648.6562857
20854510476.931705   318249233.28092825
20892961308.54041   318640297.8558559
20931483034.47449   319031842.9708313
20970075785.446484   319423869.2163419
21008739692.409912   319816377.18360084
21047474886.559753   320209367.4645477
21086281499.332886   320602840.6518494
21125159662.408516   320996797.3389011
21164109507.70872   321391238.11982805
21203131167.398476   321786163.58948207
21242224773.887035   322181574.34345204
21281390459.82709   322577470.9780518
21320628358.116615   322973854.09033465
21359938601.897915   323370724.2780808
21399321324.559475   323768082.1398121
21438776659.735023   324165928.27477854
21478304741.305374   324564263.28297377
21517905703.397575   324963087.76512235
21557579680.38632   325362402.32269067
21597326806.893967   325762207.5578832
21637147217.7911   326162504.07364464
21677041048.196964   326563292.4736604
21717008433.479927   326964573.36235756
21757049509.257957   327366347.3449062
21797164411.399055   327768615.02721995
21837353276.021748   328171377.0159569
21877616239.495518   328574633.9185206
21917953438.441288   328978386.3430611
21958365009.73188   329382634.8984757
21998851090.49256   329787380.1944108
22039411818.101067   330192622.8412582
22080047330.18906   330598363.4501663
22120757764.64124   331004602.6330271
22161543259.59725   331411341.0024917
22202403953.450718   331818579.1719569
22243339984.851154   332226317.7555805
22284351492.702984   332634557.3682676
22325438616.167465   333043298.6256861
22366601494.661793   333452542.1442544
22407840267.860596   333862288.5411517
22449155075.69592   334272538.4343146
22490546058.357826   334683292.44243944
22532013356.29485   335094551.1849824
22573557110.214478   335506315.28216106
22615177461.083626   335918585.35495496
22656874550.12913   336331362.02510697
22698648518.83821   336744645.91512364
22740499508.958954   337158437.6482767
22782427662.50089   337572737.84860456
22824433121.735012   337987547.1409088
22866516029.19528   338402866.1507651
22908676527.6777   338818695.50451064
22950914760.24232   339235035.82925963
22993230870.212196   339651887.75288934
23035625001.1754   340069251.904056
23078097296.983982   340487128.91218096
23120647901.75599   340905519.4074666
23163276959.87442   341324424.02088183
23205984615.989246   341743843.3841789
23248771015.016476   342163778.1298792
23291636302.139687   342584228.89128566
23334580622.810043   343005196.30247813
23377604122.7469   343426680.9983158
23420706947.93826   343848683.6144379
23463889244.64132   344271204.78726476
23507151159.382927   344694245.1539987
23550492838.96009   345117805.35262495
23593914430.44048   345541886.021913
23637416081.16292   345966487.80141693
23680997938.738   346391611.33147776
23724660151.048073   346817257.2532197
23768402866.248833   347243426.20856136
23812226232.76836   347670118.8402023
23856130399.30918   348097335.7916397
23900115514.84722   348525077.7071538
23944181728.63385   348953345.2318242
23988329190.19485   349382139.0115154
24032558049.332474   349811459.69289315
24076868456.124493   350241307.9234114
24121260560.925774   350671684.35132337
24165734514.3683   351102589.62567776
24210290467.3618   351534024.39632106
24254928571.09423   351965989.3138981
24299648977.032307   352398485.02985317
24344451836.922016   352831512.1964314
24389337302.789127   353265071.4666791
24434305526.939713   353699163.4944451
24479356661.96066   354133788.9343817
24524490860.720284   354568948.4419466
24569708276.36836   355004642.67339903
24615009062.33774   355440872.2858115
24660393372.34336   355877637.9370561
24705861360.38438   356314940.2858211
24751413180.743088   356752779.99159634
24797048987.98704   357191157.7146899
24842768936.96798   357630074.11621344
24888573182.823956   358069529.85809875
24934461880.97825   358509525.60308313
24980435187.141525   358950062.01472634
25026493257.310825   359391139.75739646
25072636247.771217   359832759.4962817
25118864315.09582   360274921.89738715
25165177616.14645   360717627.62753576
25211576308.07412   361160877.35437024
25258060548.319607   361604671.74635357
25304630494.613964   362049011.4727701
25351286304.979073   362493897.2037267
25398028137.728153   362939329.6101535
25444856151.46634   363385309.36380535
25491770505.09128   363831837.13726324
25538771357.793198   364278913.6039308
25585858869.05653   364726539.4380461
25633033198.65895   365174715.3146677
25680294506.673557   365623441.9096917
25727642953.467747   366072719.89983684
25775078699.705425   366522549.962661
25822601906.345905   366972932.7765474
25870212734.64609   367423869.02071995
25917911346.15949   367875359.37523097
25965697902.737873   368327404.5209718
26013572566.53135   368780005.1396701
26061535499.988976   369233161.91389066
26109586865.859337   369686875.52703726
26157726827.191082   370141146.6633535
26205955547.333485   370595976.0079236
26254273189.937   371051364.2466739
26302679918.953815   371507312.0663732
26351175898.6384   371963820.15463465
26399761293.548195   372420889.19991696
26448436268.54359   372878519.891521
26497200988.78972   373336712.9196017
26546055619.755363   373795468.9751538
26595000327.215256   374254788.75002944
26644035277.24892   374714672.9369227
26693160636.242954   375175122.2293872
26742376570.889862   375636137.3218201
26791683248.19037   376097718.9094806
26841080835.45223   376559867.68847364
26890569500.29255   377022584.3557679
26940149410.63672   377485869.60918134
26989820734.720184   377949724.1473935
27039583641.088463   378414148.66994137
27089438298.597828   378879143.87722147
27139384876.415894   379344710.4704912
27189423544.02217   379810849.1518693
27239554471.208656   380277560.6243376
27289777828.080406   380744845.59174174
27340093785.0561   381212704.7587921
27390502512.868633   381681138.8310648
27441004182.565815   382150148.5150047
27491598965.510365   382619734.51791996
27542287033.381744   383089897.5479952
27593068558.17506   383560638.31427723
27643943712.20343   384031957.52669233
27694912668.096775   384503855.89603066
27745975598.80421   384976334.1339644
27797132677.592827   385449392.9530318
27848384078.050083   385923033.06665474
27899729974.08258   386397255.18912387
27951170539.918484   386872060.0356156
28002705950.106384   387347448.3221779
28054336379.517162   387823420.76574296
28106062003.344006   388299978.08412254
28157882997.10311   388777120.9960108
28209799536.634296   389254850.2209848
28261811798.10158   389733166.479506
28313919957.99379   390212070.49292105
28366124193.125145   390691562.98346305
28418424680.635887   391171644.6742524
28470821597.99285   391652316.2892983
28523315122.9902   392133578.5535006
28575905433.749435   392615432.1926456
28628592708.721302   393097877.93341905
28681377126.68462   393580916.5033908
28734258866.74877   394064548.63103366
28787238108.35245   394548775.04570675
28840315031.266117   395033596.4776742
28893489815.59075   395519013.65808874
28946762641.76034   396005027.31901026
29000133690.54073   396491638.1933906
29053603143.031513   396978847.01508653
29107171180.66608   397466654.5188557
29160837985.21234   397955061.4403583
29214603738.773346   398444068.5161588
29268468623.78789   398933676.4837267
29322432823.031155   399423886.0814375
29376496519.615307   399914698.04857427
29430659896.990135   400406113.1253283
29484923138.943665   400898132.05280054
29539286429.6029   401390755.5730038
29593749953.43386   401883984.4288582
29648313895.243515   402377819.36420435
29702978440.1786   402872261.1237882
29757743773.7282   403367310.45327944
29812610081.722416   403862968.0992556
29867577550.33496   404359234.8092202
29922646366.08183   404856111.3315865
29977816715.823875   405353598.4156962
30033088786.765514   405851696.81180304
30088462766.4573   406350407.27109146
30143938842.79472   406849730.54566115
30199517204.02019   407349667.38854057
30255198038.72309   407850218.55368215
30310981535.8405   408351384.7959651
30366867884.65786   408853166.871196
30422857274.80961   409355565.5361101
30478949896.27983   409858581.5483728
30535145939.40289   410362215.66658026
30591445594.864086   410866468.650261
30647849053.700294   411371341.2598766
30704356507.300747   411876834.25682455
30760968147.407047   412382948.4034331
30817684166.11521   412889684.4629754
30874504755.87442   413397043.1996534
30931430109.489697   413905025.3786171
30988460420.120544   414413631.76594764
31045595881.28362   414922863.1286766
31102836686.851357   415432720.23476917
31160183031.054672   415943203.8531432
31217635108.4817   416454314.7536533
31275193114.07986   416966053.7071047
31332857243.155888   417478421.4852488
31390627691.37661   417991418.8607852
31448504654.769623   418505046.60736287
31506488329.723953   419019305.4995819
31564578912.990715   419534196.31299347
31622776601.683792   420049719.82410246
31681081593.280502   420565876.81036764
31739494085.622253   421082668.05020297
31798014276.915375   421600094.3229804
31856642365.731102   422118156.4090246
31915378551.007713   422636855.08962744
31974223032.049236   423156191.14703155
32033176008.528214   423676165.36445
32092237680.48429   424196778.52604896
32151408248.32699   424718031.4169676
32210687912.834282   425239924.82330036
32270076875.155388   425762459.5321173
32329575336.80934   426285636.3314459
32389183499.68779   426809456.0102914
32448901566.053696   427333919.3586207
32508729738.543472   427859027.1673758
32568668220.167015   428384780.22846943
32628717214.308525   428911179.33478755
32688876924.727196   429438225.2801903
32749147555.557903   429965918.85951346
32809529311.311905   430494260.86856943
32870022396.877518   431023252.1041484
32930627017.52084   431552893.36401975
32991343378.88642   432083185.44693327
33052171686.99811   432614129.1526213
33113112148.259075   433145725.28179413
33174164969.453995   433677974.6361544
33235330357.74771   434210878.0183802
33296608520.688137   434744436.2321456
33357999666.20475   435278650.08210266
33419504002.611496   435813520.3739017
33481121738.605316   436349047.91417366
33542853083.269028   436885233.51054984
33604698246.06999   437422077.9716459
33666657436.86232   437959582.1070759
33728730865.886925   438497746.7274475
33790918743.772335   439036572.64436436
33853221281.535442   439576060.6704275
33915638690.582195   440116211.6192365
33978171182.708332   440657026.3053907
34040818970.10009   441198505.5444903
34103582265.334927   441740650.1531377
34166461281.382244   442283460.948939
34229456231.604248   442826938.75050604
34292567329.75598   443371084.3774515
34355794789.98757   443915898.65040404
34419138826.84287   444461382.3909908
34482599655.26243   445007536.4218582
34546177490.58196   445554361.5666541
34609872548.53535   446101858.6500478
34673685045.2531   446650028.49771243
34737615197.26534   447198871.9363456
34801663221.50031   447748389.79365057
34865829335.287346   448298582.8983579
34930113756.35548   448849452.0802077
34994516702.83577   449400998.1699647
35059038393.2613   449953221.99941295
35123679046.5681   450506124.401359
35188438882.09584   451059706.2096324
35253318119.58862   451613968.2590876
35318316979.1957   452168911.3856048
35383435681.47221   452724536.4260912
35448674447.37998   453280844.2184826
35514033498.288216   453837835.6017444
35579513055.9744   454395511.41587394
35645113342.62439   454953872.50189614
35710834580.83468   455512919.70187783
35776676993.61103   456072653.8589107
35842640804.37154   456633075.81713223
35908726236.94506   457194186.4217077
35974933515.57431   457755986.51885027
36041262864.91428   458318476.95580333
36107714510.03536   458881658.5808613
36174288676.42172   459445532.24335074
36240985589.97447   460010098.79365236
36307805477.01018   460575359.0831825
36374748564.26328   461141313.96440923
36441815078.88612   461707964.2908465
36509005248.44986   462275310.9170572
36576319300.94523   462843354.6986545
36643757464.78333   463412096.4923024
36711319968.79641   463981537.1557182
36779007042.238625   464551677.5476729
36846818914.786804   465122518.52799267
36914755816.54127   465694060.95756024
36982817978.02674   466266305.6983177
37051005630.19236   466839253.6132608
37119319004.41415   467412905.5664552
37187758332.49351   467987262.4230175
37256323846.66046   468562325.049138
37325015779.57198   469138094.3120612
37393834364.31523   469714571.08010715
37462779834.4059   470291756.222653
37531852423.79146   470869650.61015415
37601052366.84963   471448255.1141267
37670379898.39093   472027570.607163
37739835253.658615   472607597.96292627
37809418668.32969   473188338.05615306
37879130378.51569   473769791.7626551
37948970620.763504   474351959.9593201
38018939632.05613   474934843.52411366
38089037649.813515   475518443.3360796
38159264911.893364   476102760.27534235
38229621656.591934   476687795.22310805
38300108122.64499   477273549.0616662
38370724549.227844   477860022.674386
38441471175.9579   478447216.9457309
38512348242.8931   479035132.76124084
38583355990.53525   479623771.0075543
38654494659.82832   480213132.5723888
38725764492.161804   480803218.3445632
38797165729.36899   481394029.21397805
38868698613.73031   481985566.07163805
38940363387.97163   482577829.80963176
39012160295.26764   483170821.3211552
39084089579.24025   483764541.50049204
39156151483.961205   484358991.24303055
39228346253.952095   484954171.44525784
39300674134.18534   485550083.00476253
39373135370.08506   486146726.82023627
39445730207.52785   486744103.791475
39518458892.84366   487342214.81938034
39591321672.816605   487941060.8059609
39664318794.68582   488540642.65433365
39737450506.14629   489140961.2687256
39810717055.34985   489742017.5544756
39884118690.905235   490343812.41803044
39957655661.88066   490946346.7669593
40031328217.8023   491549621.50993663
40105136608.65767   492153637.55676347
40179081084.89392   492758395.81834865
40253161897.421265   493363897.2067308
40327379297.61122   493970142.6350584
40401733537.30011   494577133.0176132
40476224868.78741   495184869.2697905
40550853544.83843   495793352.308116
40625619818.684395   496402583.0502405
40700523944.023384   497012562.4149422
40775566175.02126   497623291.3221284
40850746766.312515   498234770.6928366
40926065973.0011   498847001.44923604
41001524050.66133   499459984.5146294
41077121255.33876   500073720.8134539
41152857843.551   500688211.2712825
41228734072.28881   501303456.8148268
41304750199.016106   501919458.371932
41380906481.67266   502536216.8715929
41457203178.672516   503153733.24393463
41533640548.90749   503772008.4202365
41610218851.74541   504391043.33291125
41686938347.03364   505010838.9155281
41763799295.0973   505631396.10279256
41840801956.74286   506252715.8305698
41917946593.25628   506874799.0358639
41995233466.40664   507497646.6568413
42072662838.444466   508121259.63281184
42150234972.10448   508745638.90424454
42227950130.605675   509370785.4127634
42305808577.65235   509996700.1011489
42383810577.43503   510623383.91334057
42461956394.6313   511250837.7944372
42540246294.4068   511879062.6906995
42618680542.41604   512508059.5495506
42697259404.803345   513137829.3195779
42775983148.20376   513768372.95053464
42854852039.744095   514399691.3933421
42933866347.04299   515031785.60008484
43013026338.21375   515664656.52402693
43092332281.86259   516298305.1195925
43171784447.09239   516932732.3423902
43251383103.50079   517567939.149191
43331128521.183914   518203926.49795336
43411020970.73445   518840695.3478013
43491060723.24543   519478246.65904886
43571248050.30847   520116581.39318013
43651583224.016655   520755700.5128663
43732066516.964554   521395604.9819603
43812698202.249344   522036295.7654991
43893478553.47174   522677773.82970583
43974407844.736885   523320040.14199066
44055486350.65534   523963095.6709527
44136714346.34396   524606941.3863811
44218092107.42687   525251578.2592569
44299619910.03636   525897007.2617541
44381298030.81403   526543229.3672429
44463126746.910835   527190245.5502835
44545106335.98999   527838056.7866443
44627237076.22518   528486664.0532805
44709519246.30448   529136068.32835984
44791953125.42831   529786270.59124035
44874538993.313324   530437271.8224949
44957277130.19047   531089073.0038899
45040167816.80882   531741675.1184097
45123211334.43364   532395079.1502348
45206407964.85022   533049286.08476686
45289757990.36214   533704296.9086081
45373261693.79419   534360112.6095791
45456919358.492455   535016734.1767125
45540731268.32545   535674162.6002565
45624697707.68505   536332398.8716761
45708818961.48752   536991443.9836545
45793095315.17441   537651298.9300947
45877527054.71357   538311964.7061211
45962114466.60011   538973442.308081
46046857837.857376   539635732.7335458
46131757456.03809   540298836.9813144
46216813609.22442   540962756.0514069
46302026586.03098   541627490.9450825
46387396675.60305   542293042.6648195
46472924167.6205   542959412.2143391
46558609352.295815   543626600.5985847
46644452520.378075   544294608.8237457
46730453963.1509   544963437.897237
