ME1   M_phiR   
46816613972.436516   545633088.8277223
46902932840.59364   546303562.6250937
46989410860.52161   546974860.3004955
47076048325.6584   547646982.8663045
47162845529.983826   548319931.3361471
47249802768.01953   548993706.724894
47336920334.830185   549668310.0486633
47424198526.02448   550343742.3248209
47511637637.75616   551020004.5719835
47599237966.72498   551697097.8100191
47686999810.17778   552375023.0600493
47774923465.90941   553053781.34445
47863009232.2638   553733373.6868536
47951257408.13518   554413801.1121522
48039668292.96803   555095064.6464906
48128242186.76037   555777165.3172854
48216979390.06174   556460104.1532038
48305880203.97739   557143882.184189
48394944930.166176   557828500.4414371
48484173870.84473   558513959.9574245
48573567328.78529   559200261.7658836
48663125607.31996   559887406.901829
48752849010.3387   560575396.401537
48842737842.292564   561264231.3025628
48932792408.19376   561953912.6437358
49023013013.61685   562644441.4651608
49113399964.69983   563335818.8082217
49203953568.14511   564028045.7155818
49294674131.22061   564721123.2311851
49385561961.76077   565415052.4002589
49476617368.16762   566109834.269315
49567840659.41178   566805469.8861507
49659232145.03378   567501960.2998527
49750792135.14403   568199306.5607903
49842520940.42614   568897509.7206349
49934418872.134926   569596570.8323373
50026486242.10072   570296490.9501547
50118723362.72715   570997271.1296272
50211130546.995476   571698912.4276048
50303708108.4624   572401415.9022236
50396456361.26439   573104782.612932
50489375620.11544   573809013.620468
50582466200.31148   574514109.9868857
50675728417.7283   575220072.7755332
50769162588.82495   575926903.0510715
50862769030.643715   576634601.8794681
50956548060.811455   577343170.3280007
51050499997.54065   578052609.4652581
51144625159.63049   578762920.3611425
51238923866.467964   579474104.0868709
51333396438.02892   580186161.7149758
51428043194.87918   580899094.3193089
51522864458.17561   581612902.9750403
51617860549.667435   582327588.7586635
51713031791.69624   583043152.7479882
51808378507.19944   583759596.0221597
51903901019.70815   584476919.6616365
51999599653.35173   585195124.7482178
52095474732.85542   585914212.3650193
52191526583.54493   586634183.5965
52287755531.34403   587355039.5284393
52384161902.779175   588076781.247963
52480746024.97734   588799409.8435221
52577508225.66949   589522926.4049109
52674448833.19066   590247332.023262
52771568176.48125   590972627.791048
52868866585.088135   591698814.8020847
52966344389.16581   592425894.1515312
53064001919.47749   593153866.9358928
53161839507.39626   593882734.2530221
53259857484.90616   594612497.2021209
53358056184.603325   595343156.8837414
53456435939.69736   596074714.3997898
53554997084.01133   596807170.85352
53653739951.985344   597540527.3495531
53752664878.674385   598274784.993854
53851772199.75295   599009944.8937604
53951062251.51268   599746008.1579567
54050535370.86702   600482975.8965037
54150191895.34884   601220849.2208123
54250032163.11513   601959629.2436732
54350056512.94455   602699317.0792302
54450265284.2422   603439913.84301
54550658817.0374   604181420.6518985
54651237451.987274   604923838.6241605
54752001530.37684   605667168.8794335
54852951394.12035   606411412.5387305
54954087385.76248   607156570.7244419
55055409848.47947   607902644.560338
55156919126.080284   608649635.1715691
55258615563.00781   609397543.6846687
55360499504.34   610146371.2275542
55462571295.791046   610896118.9295293
55564831283.71278   611646787.921287
55667279815.09474   612398379.3349026
55769917237.567795   613150894.3038551
55872743899.40195   613904333.9630017
55975760149.51116   614658699.4486086
56078966337.45088   615413991.8983244
56182362813.4229   616170212.4512087
56285949928.27284   616927362.2477082
56389728033.49505   617685442.4296836
56493697481.23034   618444454.1403873
56597858624.269714   619204398.5244836
56702211816.0544   619965276.7280409
56806757410.677284   620727089.8985364
56911495762.88414   621489839.1848574
57016427228.07478   622253525.7373027
57121552162.30431   623018150.7075845
57226870922.28432   623783715.2488307
57332383865.38407   624550220.5155855
57438091349.63175   625317667.6638125
57543993733.71567   626086057.8508953
57650091376.98544   626855392.2356397
57756384639.453514   627625671.9782773
57862873881.79515   628396898.2404585
57969559465.352264   629169072.1852732
58076441752.13112   629942194.9772265
58183521104.80731   630716267.7822686
58290797886.72325   631491291.7677686
58398272461.89314   632267268.1025434
58505945195.00046   633044197.9568324
58613816451.40297   633822082.5023278
58721886597.1304   634600922.9121479
58830155998.88831   635380720.3608608
58938625024.05815   636161476.0244755
59047294040.698715   636943191.0804462
59156163417.54743   637725866.707674
59265233524.02157   638509504.0865085
59374504730.21954   639294104.3987502
59483977406.92213   640079668.8276508
59593651925.59373   640866198.5579169
59703528658.38366   641653694.7757108
59813607978.127625   642442158.6686537
59923890258.34776   643231591.4258193
60034375873.25663   644021994.2377545
60145065197.75477   644813368.2964556
60255958607.435936   645605714.7953975
60367056478.58439   646399034.929507
60478359188.180176   647193329.8951944
60589867113.896416   647988600.8903251
60701580634.10454   648784849.1142509
60813500127.871635   649582075.7677832
60925625974.96569   650380282.053223
61037958555.85315   651179469.1743368
61150498251.702934   651979638.3363768
61263245444.38652   652780790.7460744
61376200516.479454   653582927.6116444
61489363851.26267   654386050.1427858
61602735832.72378   655190159.5506842
61716316845.558365   655995257.0480134
61830107275.17132   656801343.8489377
61944107507.678116   657608421.1691128
62058317929.90614   658416490.2256888
62172738929.39625   659225552.2373126
62287370894.40282   660035608.4241219
62402214213.89785   660846660.0077661
62517269277.56849   661658708.2113812
62632536475.82242   662471754.259621
62748016199.78507   663285799.3786294
62863708841.30511   664100844.7960716
62979614792.951584   664916891.7411066
63095734448.019424   665733941.4444188
63212068200.52692   666551995.1381917
63328616445.219826   667371054.0561302
63445379577.571495   668191119.4334538
63562357993.784424   669012192.5068992
63679552090.79162   669834274.5147234
63796962266.257935   670657366.6967046
63914588918.58142   671481470.2941445
64032432446.8947   672306586.5498703
64150493251.06628   673132716.708236
64268771731.70194   673959862.0151252
64387268290.14635   674788023.7179537
64505983328.48311   675617203.0656632
64624917249.53901   676447401.3087428
64744070456.88144   677278619.6992033
64863443354.82401   678110859.4906093
64983036348.42366   678944121.9380503
65102849843.48627   679778408.2981733
65222884246.56381   680613719.8291545
65343139964.96   681450057.7907312
65463617406.72734   682287423.4441732
65584316980.67287   683125818.0523158
65705239096.35547   683965242.8795325
65826384164.09025   684805699.1917583
65947752594.94855   685647188.2564814
66069344800.75964   686489711.3427479
66191161194.11212   687333269.7211634
66313202188.35529   688177864.6638945
66435468197.60057   689023497.444671
66557959636.72291   689870169.3387884
66680676921.36219   690717881.6231085
66803620467.92463   691566635.5760628
66926790693.58449   692416432.477655
67050188016.28409   693267273.6094549
67173812854.73827   694119160.2546195
67297665628.43168   694972093.6978679
67421746757.6246   695826075.2255129
67546056663.34998   696681106.1254328
67670595767.41924   697537187.6871035
67795364492.419334   698394321.2015703
67920363261.71857   699252507.96148
68045592499.463905   700111749.2610551
68171052630.58544   700972046.3961151
68296744080.79647   701833400.6640704
68422667276.5952   702695813.3639256
68548822645.266205   703559285.7962818
68675210614.88187   704423819.2633379
68801831614.30383   705289415.068893
68928686073.18448   706156074.5183483
69055774421.96835   707023798.9187095
69183097091.89363   707892589.5785877
69310654514.99388   708762447.808204
69438447124.09814   709633374.9193826
69566475352.83542   710505372.2255725
69694739635.63197   711378441.0418208
69823240407.71733   712252582.6848071
69951978105.1212   713127798.4728125
70080953164.6795   714004089.7257541
70210166024.03131   714881457.7651551
70339617121.62486   715759903.9141781
70469306896.71452   716639429.4975963
70599235789.36682   717520035.8418261
70729404240.45767   718401724.2749003
70859812691.67699   719284496.1264913
70990461585.5288   720168352.7279036
71121351365.33296   721053295.4120774
71252482475.22675   721939325.5135907
71383855360.16632   722826444.3686621
71515470465.9282   723714653.3151513
71647328239.11086   724603953.6925626
71779429127.13615   725494346.8420459
71911773578.2509   726385834.1063992
72044362041.52867   727278416.8300726
72177194966.86986   728172096.3591605
72310272805.0064   729066874.0414246
72443596007.49892   729962751.2262677
72577165026.743   730859729.264766
72710980315.96597   731757809.5096403
72845042329.23317   732656993.3152895
72979351521.4447   733557282.0377607
73113908348.34187   734458677.0347836
73248713266.5038   735361179.6657398
73383766733.35388   736264791.2916979
73519069207.15674   737169513.2753844
73654621147.02316   738075346.9812088
73790423012.91016   738982293.775255
73926475265.62271   739890355.025285
74062778366.8155   740799532.1007428
74199332778.99435   741709826.3727539
74336138965.51785   742621239.2141292
74473197390.59889   743533771.9993666
74610508519.30627   744447426.1046525
74748072817.5663   745362202.907865
74885890752.16461   746278103.7885771
75023962790.74629   747195130.1280485
75162289401.82076   748113283.309251
75300871054.75883   749032564.7168394
75439708219.7992   749952975.7371858
75578801368.04504   750874517.7583501
75718150971.4707   751797192.170114
75857757502.9182   752721000.3639505
75997621436.10385   753645943.7330592
76137743245.61522   754572023.6723366
76278123406.91617   755499241.578402
76418762396.34685   756427598.8495888
76559660691.12569   757357096.8859485
76700818769.35103   758287737.0892532
76842237110.00267   759219520.8629972
76983916192.94356   760152449.6123996
77125856498.92137   761086524.7444059
77268058509.57022   762021747.6676913
77410522707.41217   762958119.7926611
77553249575.85933   763895642.531456
77696239599.2138   764834317.2979441
77839493262.67284   765774145.5077446
77983011052.32578   766715128.5782003
78126793455.16069   767657267.9284121
78270840959.06104   768600564.9792076
78415154052.81235   769545021.1531775
78559733226.0988   770490637.8746438
78704578969.51001   771437416.5696952
78849691774.53755   772385358.6661562
78995072133.58176   773334465.5936224
79140720539.9486   774284738.7834318
79286637487.85486   775236179.668689
